,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.41569483,0.83228886,-0.36272556,0.5077659,-0.5240669,1.474292,-0.06170836,-1.0604722,-0.15087189,-0.70177567,0.0580871,-0.72938645,-0.6200477,0.37739342,-0.42728883,-1.4035642,1.4344733,0.6593617,-0.36164925,0.18604916
1,0.8007446,1.1071808,-0.35478863,0.63705176,-0.83657694,2.068099,0.15520725,-1.5533012,-0.10933819,-0.9542975,-0.021795334,-1.1635921,-0.75679827,0.5903763,-0.5779554,-2.1180303,2.11465,0.85942537,-0.5836815,0.5160198
2,0.9908457,1.2782373,-0.38605088,0.7502279,-0.9811797,2.4330115,0.24921116,-1.8753213,-0.14580901,-1.1423391,-0.035415176,-1.3853179,-0.8631353,0.68519646,-0.66153896,-2.5664225,2.5620255,0.98958206,-0.6665006,0.68963534
3,1.0715694,1.3836819,-0.42744678,0.83394915,-1.0623233,2.6649446,0.27669582,-2.0739675,-0.19190738,-1.2685697,-0.041564133,-1.4999247,-0.9505076,0.7415276,-0.70980394,-2.8483748,2.8405,1.065164,-0.70383614,0.7732345
4,1.0857795,1.4433321,-0.4525963,0.90650046,-1.0979395,2.8242917,0.26787436,-2.201219,-0.23829086,-1.3678812,-0.017533582,-1.5581551,-1.0441123,0.7621844,-0.7909992,-3.0510693,3.0702145,1.1235167,-0.69416434,0.83254236
5,1.0771818,1.4943492,-0.49337158,0.9737811,-1.1192627,2.9530134,0.24411616,-2.300381,-0.291776,-1.4501185,0.008019321,-1.5921731,-1.1312448,0.7742838,-0.8387007,-3.201263,3.2385302,1.1704801,-0.6753147,0.8556342
6,1.0653666,1.5310332,-0.5272265,1.0239314,-1.1290438,3.048297,0.20936656,-2.366197,-0.34560412,-1.5114378,0.03235852,-1.6031566,-1.2028059,0.7731575,-0.8758389,-3.303977,3.362102,1.2041357,-0.6598801,0.8599765
7,1.0348074,1.5548002,-0.55650735,1.0690019,-1.130692,3.1205182,0.17814803,-2.4150655,-0.38842604,-1.5438614,0.06023016,-1.602453,-1.2683303,0.7619482,-0.90422297,-3.3859825,3.4569511,1.229638,-0.63275707,0.85770136
8,1.0084555,1.5707438,-0.5746758,1.1032908,-1.1288964,3.1747522,0.1490497,-2.4488811,-0.42408907,-1.5730162,0.08357173,-1.6002012,-1.3189362,0.7571066,-0.92942715,-3.4467955,3.5308409,1.2516323,-0.6076664,0.8556149
9,0.9863323,1.5876129,-0.6026472,1.1318225,-1.126427,3.2133255,0.12545246,-2.4751954,-0.45609158,-1.5839212,0.10747659,-1.5930779,-1.3570889,0.7424904,-0.91654706,-3.4849882,3.5774484,1.2735815,-0.5976798,0.8373387
10,0.97358096,1.6011,-0.6180677,1.1499233,-1.1280191,3.243645,0.10820645,-2.4944406,-0.47804916,-1.6013399,0.11728676,-1.5889397,-1.3810169,0.73671055,-0.9197053,-3.5080857,3.6103497,1.2777848,-0.58480805,0.8269839
11,0.9574866,1.6055609,-0.6258525,1.1680527,-1.12441,3.2687955,0.09128654,-2.5058978,-0.49947417,-1.6112233,0.13239959,-1.5861423,-1.4118012,0.72538817,-0.95588267,-3.5395474,3.6604578,1.2857609,-0.5674081,0.83135736
12,0.9462113,1.6107173,-0.6337965,1.1817794,-1.1211087,3.2909446,0.0775888,-2.517662,-0.51195955,-1.6261288,0.13993211,-1.5829642,-1.4396319,0.7278733,-0.969945,-3.5624053,3.693423,1.2926803,-0.5570487,0.8298972
13,0.9383313,1.6143038,-0.6388837,1.1884646,-1.1212828,3.3022099,0.06815362,-2.5262308,-0.52005374,-1.6343739,0.14486079,-1.5855864,-1.4544027,0.7281893,-0.9756751,-3.5780067,3.7060964,1.2979611,-0.5503537,0.83072495
14,0.93305135,1.6185714,-0.6449441,1.1976659,-1.1212447,3.3150043,0.05950433,-2.5352492,-0.52231574,-1.6459751,0.14763692,-1.5818741,-1.4707855,0.72895545,-0.98283017,-3.5942714,3.7248383,1.2992698,-0.5487574,0.8284478
15,0.9316728,1.6212322,-0.64629483,1.2058861,-1.1189904,3.324927,0.05873251,-2.541505,-0.53872246,-1.6507328,0.15505515,-1.5797155,-1.4784784,0.72246516,-0.99142796,-3.6049206,3.7431982,1.3064457,-0.54070926,0.831014
16,0.9220139,1.6295304,-0.66037494,1.2157785,-1.1179998,3.3324418,0.048031807,-2.548507,-0.55142474,-1.6483395,0.16318579,-1.5708404,-1.4807245,0.71846277,-0.95587385,-3.6069117,3.7394857,1.3156008,-0.53962696,0.81047916
17,0.9216016,1.6305724,-0.66201866,1.2097514,-1.1202508,3.330573,0.043539166,-2.5478141,-0.5472317,-1.6445527,0.15841988,-1.5717602,-1.4772544,0.71931654,-0.94736946,-3.5977447,3.7233062,1.3096123,-0.54267526,0.8055846
18,0.9271139,1.629208,-0.6534938,1.2073,-1.1212789,3.334732,0.043702424,-2.5484219,-0.5414065,-1.650609,0.15701635,-1.5783494,-1.4782828,0.7220236,-0.9740402,-3.6007307,3.7371376,1.3079112,-0.54596746,0.8188586
19,0.9235695,1.6279663,-0.65630555,1.2128332,-1.118889,3.3391423,0.04325199,-2.549169,-0.5481833,-1.6573619,0.15891115,-1.5759156,-1.4836802,0.7213614,-0.9820759,-3.6117604,3.750905,1.3110392,-0.5370848,0.8214701
20,0.91729844,1.6284478,-0.65983164,1.2148855,-1.1183408,3.3421292,0.03911382,-2.5532072,-0.54896975,-1.6590915,0.16001773,-1.5768394,-1.491852,0.72052157,-0.982847,-3.6160526,3.7478552,1.3112122,-0.5369267,0.8209782
21,0.9218212,1.6311308,-0.65992415,1.2157434,-1.1201607,3.3430965,0.03511709,-2.5589032,-0.5475395,-1.6666254,0.15679085,-1.5778786,-1.4973342,0.72590864,-0.98559797,-3.6203995,3.7514167,1.3103054,-0.53955376,0.82315207
22,0.9143159,1.6293293,-0.6572536,1.2191521,-1.1156051,3.3466,0.028098285,-2.5566912,-0.5557655,-1.670096,0.16310109,-1.5757765,-1.505448,0.72279024,-0.99411154,-3.6224496,3.7630782,1.3139517,-0.53243256,0.8226058
23,0.91169316,1.6340255,-0.66971254,1.2218472,-1.1123998,3.3431907,0.028861225,-2.5530033,-0.5669248,-1.6539541,0.16957416,-1.5633534,-1.4973978,0.71367216,-0.94663227,-3.6087313,3.7410874,1.3205923,-0.53410757,0.7982128
24,0.91633,1.6339563,-0.66918886,1.2143292,-1.1170733,3.3348699,0.034567416,-2.551827,-0.5574596,-1.6427566,0.16264924,-1.5636339,-1.4812937,0.7142701,-0.93379843,-3.597517,3.7174513,1.3123772,-0.5431928,0.7941668
25,0.9146594,1.6252017,-0.6574991,1.2084844,-1.1150804,3.3304477,0.039529145,-2.543154,-0.54846334,-1.6447439,0.16279271,-1.5705028,-1.479664,0.7142653,-0.96534175,-3.595474,3.7295313,1.3083979,-0.5383207,0.810213
26,0.9213481,1.6241088,-0.6548064,1.2068175,-1.1177895,3.3296127,0.046575844,-2.54397,-0.5435244,-1.6464772,0.1582598,-1.5755777,-1.4804317,0.7180813,-0.9712789,-3.600251,3.7336383,1.3076229,-0.53665936,0.8196601
27,0.91387546,1.6231155,-0.6579633,1.2087841,-1.1166937,3.327406,0.041383624,-2.5441782,-0.54200673,-1.6449955,0.15927547,-1.5722458,-1.485275,0.716168,-0.9714304,-3.6034813,3.7387066,1.3072532,-0.53322977,0.81697285
28,0.9071553,1.6225996,-0.6628411,1.2132982,-1.115263,3.331531,0.039285004,-2.5435982,-0.5504734,-1.6449068,0.16748789,-1.5667489,-1.4889133,0.70885736,-0.97723615,-3.6072085,3.7464128,1.3074611,-0.5271616,0.81233174
29,0.9094584,1.6212933,-0.6539645,1.2147679,-1.1098461,3.3296208,0.036329567,-2.538772,-0.5541657,-1.6438011,0.16929474,-1.5634509,-1.489912,0.7065124,-0.9818211,-3.6040921,3.752421,1.3109066,-0.5261728,0.81211174
30,0.90560603,1.6295912,-0.67136675,1.2190702,-1.1044378,3.3282957,0.034926474,-2.5379333,-0.56992716,-1.6246766,0.17914039,-1.5495803,-1.4783891,0.6960033,-0.92056966,-3.5833707,3.7232578,1.3193277,-0.5319035,0.78023523
31,0.913273,1.6272008,-0.6688987,1.2078135,-1.1113665,3.3137393,0.040247798,-2.5349658,-0.5551324,-1.6166068,0.16484013,-1.5511031,-1.467717,0.7047019,-0.9078742,-3.5694962,3.69168,1.3063444,-0.5425548,0.7789619
32,0.9227502,1.6180966,-0.6544223,1.2010562,-1.1129375,3.307076,0.049893796,-2.52844,-0.5446295,-1.6179531,0.15959299,-1.5579982,-1.4603491,0.7040121,-0.94763815,-3.575406,3.7058544,1.3028231,-0.53929776,0.8063246
33,0.92260176,1.6145023,-0.65028083,1.1983306,-1.1150494,3.3042054,0.056794763,-2.5290089,-0.5359622,-1.6171625,0.15856677,-1.5639291,-1.4566827,0.70767355,-0.9531249,-3.581429,3.7079935,1.3030254,-0.53711987,0.8146059
34,0.9318434,1.6140671,-0.6479744,1.1935508,-1.1179547,3.2974188,0.061276317,-2.5259528,-0.52700484,-1.6142975,0.15316892,-1.5671241,-1.4534721,0.71272475,-0.95184624,-3.5752847,3.7040083,1.2975541,-0.54243064,0.8159657
35,0.9363964,1.6118517,-0.64453,1.18992,-1.1202927,3.2944095,0.06367594,-2.5275762,-0.5220819,-1.6149857,0.14370035,-1.5697573,-1.4526627,0.7186574,-0.95384634,-3.5753803,3.6943095,1.2936856,-0.54910296,0.8236457
