,Date,Compulsory_Mask,Eat_In_Ban,Entry_Recording,Lockdown,Sch_Closure,Gathering_Max,Mall_Distancing,Recreation_0.0,Recreation_0.25,Recreation_0.5,Recreation_0.65,Recreation_1.0,Workplace_Closure_0.0,Workplace_Closure_0.33,Workplace_Closure_0.5,Workplace_Closure_0.75,Workplace_Closure_1.0,Worship_0.0,Worship_0.25,Worship_0.5,Worship_0.65,Worship_1.0
213,2020-08-23,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
214,2020-08-24,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
215,2020-08-25,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
216,2020-08-26,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
217,2020-08-27,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
218,2020-08-28,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
219,2020-08-29,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
220,2020-08-30,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
221,2020-08-31,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
222,2020-09-01,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
223,2020-09-02,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
224,2020-09-03,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
225,2020-09-04,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
226,2020-09-05,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
227,2020-09-06,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
228,2020-09-07,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
229,2020-09-08,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
230,2020-09-09,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
231,2020-09-10,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
232,2020-09-11,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
233,2020-09-12,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
234,2020-09-13,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
235,2020-09-14,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
236,2020-09-15,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
237,2020-09-16,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
238,2020-09-17,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
239,2020-09-18,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
240,2020-09-19,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
241,2020-09-20,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
242,2020-09-21,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
243,2020-09-22,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
244,2020-09-23,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
245,2020-09-24,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
246,2020-09-25,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
247,2020-09-26,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
248,2020-09-27,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
249,2020-09-28,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
250,2020-09-29,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
251,2020-09-30,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
252,2020-10-01,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
253,2020-10-02,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
254,2020-10-03,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
255,2020-10-04,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
256,2020-10-05,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
257,2020-10-06,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
258,2020-10-07,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
259,2020-10-08,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
260,2020-10-09,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
261,2020-10-10,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
262,2020-10-11,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
263,2020-10-12,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
264,2020-10-13,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
265,2020-10-14,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
266,2020-10-15,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
267,2020-10-16,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
268,2020-10-17,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
269,2020-10-18,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
270,2020-10-19,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
271,2020-10-20,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
272,2020-10-21,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
273,2020-10-22,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
274,2020-10-23,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
275,2020-10-24,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
276,2020-10-25,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
277,2020-10-26,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
278,2020-10-27,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
279,2020-10-28,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
280,2020-10-29,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
281,2020-10-30,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
282,2020-10-31,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
283,2020-11-01,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
284,2020-11-02,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
285,2020-11-03,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
286,2020-11-04,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
287,2020-11-05,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
288,2020-11-06,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
289,2020-11-07,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
290,2020-11-08,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
291,2020-11-09,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
292,2020-11-10,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
293,2020-11-11,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
294,2020-11-12,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
295,2020-11-13,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
296,2020-11-14,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
297,2020-11-15,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
298,2020-11-16,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
299,2020-11-17,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
300,2020-11-18,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
301,2020-11-19,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
302,2020-11-20,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
303,2020-11-21,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
304,2020-11-22,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
305,2020-11-23,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
306,2020-11-24,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
307,2020-11-25,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
308,2020-11-26,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
309,2020-11-27,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
310,2020-11-28,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
311,2020-11-29,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
312,2020-11-30,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
313,2020-12-01,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
314,2020-12-02,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
315,2020-12-03,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
316,2020-12-04,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
317,2020-12-05,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
318,2020-12-06,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
319,2020-12-07,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
320,2020-12-08,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
321,2020-12-09,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
322,2020-12-10,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
323,2020-12-11,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
324,2020-12-12,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
325,2020-12-13,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
326,2020-12-14,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
327,2020-12-15,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
328,2020-12-16,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
329,2020-12-17,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
330,2020-12-18,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
331,2020-12-19,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
332,2020-12-20,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
333,2020-12-21,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
334,2020-12-22,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
335,2020-12-23,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
336,2020-12-24,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
337,2020-12-25,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
338,2020-12-26,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
339,2020-12-27,1,0,1,0,0,0.03125,0.3125,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
340,2020-12-28,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
341,2020-12-29,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
342,2020-12-30,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
343,2020-12-31,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
344,2021-01-01,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
345,2021-01-02,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
346,2021-01-03,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
347,2021-01-04,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
348,2021-01-05,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
349,2021-01-06,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
350,2021-01-07,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
351,2021-01-08,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
352,2021-01-09,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
353,2021-01-10,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
354,2021-01-11,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
355,2021-01-12,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
356,2021-01-13,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
357,2021-01-14,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
358,2021-01-15,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
359,2021-01-16,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
360,2021-01-17,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
361,2021-01-18,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
362,2021-01-19,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
363,2021-01-20,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
364,2021-01-21,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
365,2021-01-22,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
366,2021-01-23,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
367,2021-01-24,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
368,2021-01-25,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
369,2021-01-26,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
370,2021-01-27,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
371,2021-01-28,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
372,2021-01-29,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
373,2021-01-30,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
374,2021-01-31,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
375,2021-02-01,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
376,2021-02-02,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
377,2021-02-03,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
378,2021-02-04,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
379,2021-02-05,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
380,2021-02-06,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
381,2021-02-07,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
382,2021-02-08,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
383,2021-02-09,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
384,2021-02-10,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
385,2021-02-11,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
386,2021-02-12,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
387,2021-02-13,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
388,2021-02-14,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
389,2021-02-15,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
390,2021-02-16,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
391,2021-02-17,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
392,2021-02-18,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
393,2021-02-19,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
394,2021-02-20,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
395,2021-02-21,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
396,2021-02-22,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
397,2021-02-23,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
398,2021-02-24,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
399,2021-02-25,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
400,2021-02-26,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
401,2021-02-27,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
402,2021-02-28,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
403,2021-03-01,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
404,2021-03-02,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
405,2021-03-03,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
406,2021-03-04,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
407,2021-03-05,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
408,2021-03-06,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
409,2021-03-07,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
410,2021-03-08,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
411,2021-03-09,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
412,2021-03-10,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
413,2021-03-11,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
414,2021-03-12,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
415,2021-03-13,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
416,2021-03-14,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
417,2021-03-15,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
418,2021-03-16,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
419,2021-03-17,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
420,2021-03-18,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
421,2021-03-19,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
422,2021-03-20,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
423,2021-03-21,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
424,2021-03-22,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
425,2021-03-23,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
426,2021-03-24,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
427,2021-03-25,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
428,2021-03-26,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
429,2021-03-27,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
430,2021-03-28,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
431,2021-03-29,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
432,2021-03-30,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
433,2021-03-31,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
434,2021-04-01,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
435,2021-04-02,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
436,2021-04-03,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
437,2021-04-04,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
438,2021-04-05,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
439,2021-04-06,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
440,2021-04-07,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
441,2021-04-08,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
442,2021-04-09,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
443,2021-04-10,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
444,2021-04-11,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
445,2021-04-12,1,0,1,0,0,0.00390625,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
