,Date,Eat_In_Ban,Lockdown,Sch_Closure,Gathering_Max,Mall_Distancing,Recreation,Workplace_Closure,Workplace_Gathering,Worship
349,6/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
350,7/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
351,8/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
352,9/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
353,10/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
354,11/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
355,12/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
356,13/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
357,14/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
358,15/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
359,16/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
360,17/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
361,18/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
362,19/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
363,20/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
364,21/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
365,22/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
366,23/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
367,24/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
368,25/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
369,26/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
370,27/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
371,28/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
372,29/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
373,30/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
374,31/1/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
375,1/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
376,2/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
377,3/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
378,4/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
379,5/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
380,6/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
381,7/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
382,8/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
383,9/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
384,10/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
385,11/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
386,12/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
387,13/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
388,14/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
389,15/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
390,16/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
391,17/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
392,18/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
393,19/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
394,20/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
395,21/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
396,22/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
397,23/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
398,24/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
399,25/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
400,26/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
401,27/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
402,28/2/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
403,1/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
404,2/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
405,3/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
406,4/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
407,5/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
408,6/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
409,7/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
410,8/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
411,9/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
412,10/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
413,11/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
414,12/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
415,13/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
416,14/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
417,15/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
418,16/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
419,17/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
420,18/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
421,19/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
422,20/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
423,21/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
424,22/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
425,23/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
426,24/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
427,25/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
428,26/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
429,27/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
430,28/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
431,29/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
432,30/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
433,31/3/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
434,1/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
435,2/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
436,3/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
437,4/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
438,5/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
439,6/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
440,7/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
441,8/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
442,9/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
443,10/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
444,11/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
445,12/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
446,13/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
447,14/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
448,15/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
449,16/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
450,17/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
451,18/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
452,19/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
453,20/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
454,21/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
455,22/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
456,23/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
457,24/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
458,25/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
459,26/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
460,27/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
461,28/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
462,29/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
463,30/4/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
464,1/5/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
465,2/5/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
466,3/5/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
467,4/5/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
468,5/5/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
469,6/5/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
470,7/5/2021,0,0,0,0.00390625,0.25,0.35,0.25,0.00390625,0.35
471,8/5/2021,0,0,0,0.03125,0.25,0.5,0.5,0.03125,0.5
472,9/5/2021,0,0,0,0.03125,0.25,0.5,0.5,0.03125,0.5
473,10/5/2021,0,0,0,0.03125,0.25,0.5,0.5,0.03125,0.5
474,11/5/2021,0,0,0,0.03125,0.25,0.5,0.5,0.03125,0.5
475,12/5/2021,0,0,0,0.03125,0.25,0.5,0.5,0.03125,0.5
476,13/5/2021,0,0,0,0.03125,0.25,0.5,0.5,0.03125,0.5
477,14/5/2021,0,0,0,0.03125,0.25,0.5,0.5,0.03125,0.5
478,15/5/2021,0,0,0,0.03125,0.25,0.5,0.5,0.03125,0.5
479,16/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
480,17/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
481,18/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
482,19/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
483,20/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
484,21/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
485,22/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
486,23/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
487,24/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
488,25/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
489,26/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
490,27/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
491,28/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
492,29/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
493,30/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
494,31/5/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
495,1/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
496,2/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
497,3/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
498,4/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
499,5/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
500,6/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
501,7/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
502,8/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
503,9/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
504,10/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
505,11/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
506,12/6/2021,1,0,0,0.25,0.5,0.75,0.67,0.25,0.75
507,13/6/2021,1,0,0,0.25,0.5,0.75,0.5,0.25,0.75
508,14/6/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
509,15/6/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
510,16/6/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
511,17/6/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
512,18/6/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
513,19/6/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
514,20/6/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
515,21/6/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
516,22/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
517,23/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
518,24/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
519,25/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
520,26/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
521,27/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
522,28/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
523,29/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
524,30/6/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
525,1/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
526,2/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
527,3/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
528,4/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
529,5/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
530,6/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
531,7/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
532,8/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
533,9/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
534,10/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
535,11/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
536,12/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
537,13/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
538,14/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
539,15/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
540,16/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
541,17/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
542,18/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
543,19/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
544,20/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
545,21/7/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
546,22/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
547,23/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
548,24/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
549,25/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
550,26/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
551,27/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
552,28/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
553,29/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
554,30/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
555,31/7/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
556,1/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
557,2/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
558,3/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
559,4/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
560,5/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
561,6/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
562,7/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
563,8/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
564,9/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.75
565,10/8/2021,1,0,1,0.25,0.5,0.75,0.67,1,0.67
566,11/8/2021,1,0,0,0.25,0.5,0.75,0.67,1,0.67
567,12/8/2021,1,0,0,0.25,0.5,0.75,0.67,1,0.67
568,13/8/2021,1,0,0,0.25,0.5,0.75,0.67,1,0.67
569,14/8/2021,1,0,0,0.25,0.5,0.75,0.67,1,0.67
570,15/8/2021,1,0,0,0.25,0.5,0.75,0.67,1,0.67
571,16/8/2021,1,0,0,0.25,0.5,0.75,0.67,1,0.67
572,17/8/2021,1,0,0,0.25,0.5,0.75,0.67,1,0.67
573,18/8/2021,1,0,0,0.25,0.5,0.75,0.67,1,0.67
574,19/8/2021,1,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
575,20/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
576,21/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
577,22/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
578,23/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
579,24/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
580,25/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
581,26/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
582,27/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
583,28/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
584,29/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
585,30/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
586,31/8/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
587,1/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
588,2/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
589,3/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
590,4/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
591,5/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
592,6/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
593,7/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,0.03125,0.5
594,8/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
595,9/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
596,10/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
597,11/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
598,12/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
599,13/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
600,14/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
601,15/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
602,16/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
603,17/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
604,18/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
605,19/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
606,20/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
607,21/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
608,22/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
609,23/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
610,24/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
611,25/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
612,26/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
613,27/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
614,28/9/2021,0,0,0,0.03125,0.3125,0.5,0.5,1,0.5
