Date,Pifzer 1st dose,Pifzer 2nd dose,P3,Moderna 1st dose,Moderna 2nd dose,M3,SUM,4860000,Rate,Effective Vax t,, 3rd dose ,Pre-existing immunity
15/11/2021,17673.96484,519010.0116,643303.0447,6996.585773,520215.4514,193209.8943,1900408.953,2959591.047,0.391030649,0.001601741,,"836,512.94",540000
16/11/2021,16690.92833,510825.4531,653676.6849,6620.810467,517237.7895,196163.7733,1901215.44,2958784.56,0.391196593,0.000165944,,"849,840.46",540000
17/11/2021,15641.09372,502370.563,663898.4847,6191.675467,513814.2351,198690.5666,1900606.619,2959393.381,0.391071321,-0.000125272,,"862,589.05",540000
18/11/2021,14899.18575,494311.6158,673677.5508,5919.21148,510228.6417,201384.8286,1900421.034,2959578.966,0.391033135,-3.82E-05,,"875,062.38",540000
19/11/2021,13980.43351,485978.8287,684086.2326,5553.216387,506415.8678,204252.5853,1900267.164,2959732.836,0.391001474,-3.17E-05,,"888,338.82",540000
20/11/2021,13029.12641,477728.8586,694735.3065,5182.312427,502553.8449,207186.5734,1900416.022,2959583.978,0.391032103,3.06E-05,,"901,921.88",540000
21/11/2021,12331.82347,469823.6816,705301.2362,4919.391027,499654.8027,210097.5706,1902128.506,2957871.494,0.391384466,0.000352363,,"915,398.81",540000
22/11/2021,15935.91963,462044.5909,715882.381,6331.249867,496287.5906,213012.8142,1909494.546,2950505.454,0.392900112,0.001515646,,"928,895.20",540000
23/11/2021,14817.05447,454180.5989,725856.5442,5899.02572,493365.9644,215760.8705,1909880.058,2950119.942,0.392979436,7.93E-05,,"941,617.41",540000
24/11/2021,13618.13413,446046.2753,735376.8671,5411.328253,489999.1727,218383.8413,1908835.619,2951164.381,0.392764531,-0.000214905,,"953,760.71",540000
25/11/2021,13164.39852,438307.8139,744681.3767,5250.367453,486470.0615,220947.3604,1908821.378,2951178.622,0.3927616,-2.93E-06,,"965,628.74",540000
26/11/2021,12533.81864,430295.5933,754615.5827,4995.875547,482713.6868,223684.2933,1908838.85,2951161.15,0.392765196,3.60E-06,,"978,299.88",540000
27/11/2021,11870.69016,422366.1897,764790.1808,4736.831213,478908.0631,226487.4577,1909159.413,2950840.587,0.392831155,6.60E-05,,"991,277.64",540000
28/11/2021,11461.65963,414477.3892,774881.554,4580.860573,476065.4201,229267.7119,1910734.595,2949265.405,0.393155267,0.000324112,,"1,004,149.27",540000
29/11/2021,15354.0282,406943.4918,784988.223,6104.82292,472754.6072,232052.1317,1918197.305,2941802.695,0.394690803,0.001535537,,"1,017,040.35",540000
30/11/2021,14523.2416,399377.1658,794487.9105,5784.88988,469889.3802,234669.3643,1918731.952,2941268.048,0.394800813,0.00011001,,"1,029,157.27",540000
1/12/2021,13618.04659,391540.5082,803533.6814,5411.4158,466578.6263,237161.5876,1917843.866,2942156.134,0.394618079,-0.000182734,,"1,040,695.27",540000
2/12/2021,13164.31097,384099.7128,812363.7152,5250.455,463106.2757,239594.2829,1917578.753,2942421.247,0.394563529,-5.46E-05,,"1,051,958.00",540000
3/12/2021,12533.73109,376385.1582,821823.3647,4995.963093,459406.3002,242200.4729,1917344.99,2942655.01,0.39451543,-4.81E-05,,"1,064,023.84",540000
4/12/2021,11870.59636,368753.4206,831523.3301,4736.912507,455656.7055,244872.9705,1917413.936,2942586.064,0.394529616,1.42E-05,,"1,076,396.30",540000
5/12/2021,11461.56583,361162.2861,841140.1513,4580.941867,452870.4639,247522.4772,1918737.886,2941262.114,0.394802034,0.000272418,,"1,088,662.63",540000
6/12/2021,15353.9344,353825.6625,850772.1876,6104.904213,449616.0524,250176.2302,1925848.971,2934151.029,0.39626522,0.001463186,,"1,100,948.42",540000
7/12/2021,14534.81027,346376.6616,859797.3186,5783.5204,446870.1209,252662.7199,1926025.152,2933974.848,0.396301472,3.63E-05,,"1,112,460.04",540000
8/12/2021,13628.15823,338701.0399,868368.533,5411.503347,443634.586,255024.2001,1924768.021,2935231.979,0.396042803,-0.000258669,,"1,123,392.73",540000
9/12/2021,13173.21572,331421.0166,876723.9341,5250.336187,440237.3635,257326.2287,1924132.095,2935867.905,0.395911954,-0.000130849,,"1,134,050.16",540000
10/12/2021,12551.45304,323818.3629,885708.9509,4994.749947,436662.607,259801.7519,1923537.876,2936462.124,0.395789686,-0.000122267,,"1,145,510.70",540000
11/12/2021,11885.23541,316333.156,894934.3598,4736.8062,433085.3499,262343.5065,1923318.414,2936681.586,0.39574453,-4.52E-05,,"1,157,277.87",540000
12/12/2021,11473.38463,308990.7053,904076.6244,4581.02316,430383.4028,264862.2701,1924367.41,2935632.59,0.395960373,0.000215843,,"1,168,938.89",540000
13/12/2021,15363.3144,301737.0889,913234.185,6104.791653,427210.2235,267385.1995,1931034.803,2928965.197,0.397332264,0.001371891,,"1,180,619.38",540000
14/12/2021,14529.89515,294417.3644,921784.6832,5784.858613,424466.0741,269741.0224,1930723.898,2929276.102,0.397268292,-6.40E-05,,"1,191,525.71",540000
15/12/2021,13622.06748,286913.1692,929881.3411,5411.384533,421274.6099,271971.7596,1929074.332,2930925.668,0.396928875,-0.000339417,,"1,201,853.10",540000
16/12/2021,13167.21252,279866.2787,937762.2664,5250.411227,417918.9611,274142.9645,1928108.094,2931891.906,0.396730061,-0.000198814,,"1,211,905.23",540000
17/12/2021,12534.32516,272616.397,946272.8074,4996.175707,414314.1789,276487.6639,1927221.548,2932778.452,0.396547644,-0.000182417,,"1,222,760.47",540000
18/12/2021,11870.33997,265495.4526,955023.7406,4736.887493,410768.6842,278898.5948,1926793.7,2933206.3,0.396459609,-8.80E-05,,"1,233,922.34",540000
19/12/2021,11460.953,258466.6355,963691.3725,4580.916853,408086.3812,281286.6917,1927572.951,2932427.049,0.396619949,0.00016034,,"1,244,978.06",540000
20/12/2021,15353.43413,251559.0614,972374.3003,6104.8792,404933.2185,283678.9543,1934003.848,2925996.152,0.397943179,0.00132323,,"1,256,053.25",540000
21/12/2021,14522.76635,244574.5387,980450.3228,5784.952413,402228.7837,285903.9534,1933465.317,2926534.683,0.39783237,-0.000110809,,"1,266,354.28",540000
22/12/2021,13617.68389,237423.5841,988072.4287,5411.478333,399076.3026,288003.9432,1931605.421,2928394.579,0.397449675,-0.000382695,,"1,276,076.37",540000
23/12/2021,13164.29847,230763.0337,995478.7213,5250.311173,395779.8027,290044.4812,1930480.649,2929519.351,0.39721824,-0.000231435,,"1,285,523.20",540000
24/12/2021,12533.56851,223841.486,1003514.63,4996.025627,392408.7216,292258.5139,1929552.945,2930447.055,0.397027355,-0.000190885,,"1,295,773.14",540000
25/12/2021,11870.59011,217002.3847,1011790.93,4736.968787,388828.0809,294538.778,1928767.732,2931232.268,0.396865789,-0.000161566,,"1,306,329.71",540000
26/12/2021,11461.55957,210479.9464,1019984.086,4580.991893,386210.2332,296796.0512,1929512.868,2930487.132,0.397019109,0.00015332,,"1,316,780.14",540000
27/12/2021,15353.92815,204226.5097,1027897.387,6104.947987,382085.2883,299352.6411,1935020.702,2924979.298,0.398152408,0.001133299,,"1,327,250.03",540000
28/12/2021,14523.3354,197915.459,1035201.725,5784.821093,379424.5614,301744.0257,1934593.927,2925406.073,0.398064594,-8.78E-05,,"1,336,945.75",540000
29/12/2021,13618.13413,191680.8648,1042049.401,5411.347013,376299.6611,304013.1451,1933072.553,2926927.447,0.397751554,-0.00031304,,"1,346,062.55",540000
30/12/2021,13164.44855,186082.0604,1048677.911,5250.373707,372993.5903,306226.1667,1932394.551,2927605.449,0.397612047,-0.000139507,,"1,354,904.08",540000
31/12/2021,12533.79988,180427.6453,1055625.496,4995.90056,367983.6734,308923.2227,1930489.738,2929510.262,0.397220111,-0.000391937,,"1,364,548.72",540000
