Date,Pifzer 1st dose,Pifzer 2nd dose,P3,Moderna 1st dose,Moderna 2nd dose,M3,SinoVac 2nd/3rd dose,SUM,4860000,Rate,dRate,Pifzer/Moderna 3rd dose,Pre-existing immunity,Effective Vax t
16/2/2022,10335.77197,79591.75686,1644739.189,4129.88268,221661.1408,517837.5717,21250,2499545.313,2360454.687,0.514309735,0.001422514,2162576.76,540000,0.001422514
17/2/2022,9995.284227,79422.01913,1653165.298,4013.714507,218755.1419,520425.9924,21250,2507027.45,2352972.55,0.51584927,0.001539535,2173591.29,540000,0.001539535
18/2/2022,9519.674453,79021.45796,1662087.652,3820.355187,215653.3473,523166.8462,21250,2514519.334,2345480.666,0.517390809,0.00154154,2185254.5,540000,0.00154154
19/2/2022,9030.526213,78693.88853,1671197.336,3624.325693,212562.3736,525965.2033,21250,2522323.654,2337676.346,0.518996637,0.001605827,2197162.54,540000,0.001605827
20/2/2022,8709.448813,78469.4129,1680344.363,3502.692107,210306.0023,528775.0506,21250,2531356.97,2328643.03,0.520855344,0.001858707,2209119.41,540000,0.001858707
21/2/2022,11609.67603,78334.74043,1689578.282,4640.99888,207721.3321,531611.6555,21250,2544746.685,2315253.315,0.523610429,0.002755085,2221189.94,540000,0.002755085
22/2/2022,11008.16789,78155.5481,1698276.884,4412.570867,205559.1524,534283.7465,21250,2552946.07,2307053.93,0.525297545,0.001687116,2232560.63,540000,0.001687116
23/2/2022,10335.79699,77697.53267,1706619.515,4129.857667,202897.6189,536846.4688,21250,2559776.79,2300223.21,0.526703043,0.001405498,2243465.98,540000,0.001405498
24/2/2022,9995.29048,77666.8101,1714818.224,4013.689493,200058.3651,539365.033,21250,2567167.412,2292832.588,0.528223747,0.001520704,2254183.26,540000,0.001520704
25/2/2022,9519.74324,77390.80137,1723513.178,3820.317667,197017.3346,542036.0302,21250,2574547.405,2285452.595,0.529742264,0.001518517,2265549.21,540000,0.001518517
26/2/2022,9030.51996,77177.2021,1732395.382,3624.30068,193977.5945,544764.609,21250,2582219.609,2277780.391,0.531320907,0.001578643,2277159.99,540000,0.001578643
27/2/2022,8709.448813,77056.57563,1741315.009,3502.667093,191764.0578,547504.5998,21250,2591102.358,2268897.642,0.533148633,0.001827726,2288819.61,540000,0.001827726
28/2/2022,11609.68228,77018.21446,1750321.603,4640.973867,189145.6535,550271.2719,21250,2604257.399,2255742.601,0.535855432,0.002706799,2300592.87,540000,0.002706799
1/3/2022,11008.18665,76919.74979,1758792.725,4412.545853,187045.4279,552873.5847,21250,2612302.22,2247697.78,0.537510745,0.001655313,2311666.31,540000,0.001655313
2/3/2022,10335.822,76544.35271,1766907.878,4129.832653,184446.2738,555366.5288,21250,2618980.688,2241019.312,0.538884915,0.00137417,2322274.41,540000,0.00137417
3/3/2022,9995.334253,76584.27529,1774879.183,4013.651973,181722.0565,557815.2386,21250,2626259.74,2233740.26,0.540382663,0.001497747,2332694.42,540000,0.001497747
4/3/2022,9519.53688,76367.52091,1783346.734,3820.486507,178890.9302,560416.3814,21250,2633611.59,2226388.41,0.541895389,0.001512726,2343763.12,540000,0.001512726
5/3/2022,9030.55748,76203.55589,1792001.614,3624.275667,176094.0832,563075.0274,21250,2641279.114,2218720.886,0.543473069,0.00157768,2355076.64,540000,0.00157768
6/3/2022,8709.48008,76131.50256,1800693.837,3502.64208,174049.1187,565745.1637,21250,2650081.744,2209918.256,0.54528431,0.001811241,2366439,540000,0.001811241
7/3/2022,11609.70729,76142.16213,1809472.952,4640.948853,171655.7093,568442.0577,21250,2663213.537,2196786.463,0.547986325,0.002702015,2377915.01,540000,0.002702015
8/3/2022,11008.20541,76092.7973,1817716.75,4412.514587,169742.7544,570974.4377,21250,2671197.459,2188802.541,0.549629107,0.001642782,2388691.19,540000,0.001642782
9/3/2022,10335.83451,75763.70327,1825604.578,4129.801387,167293.5583,573397.449,21250,2677774.924,2182225.076,0.550982495,0.001353388,2399002.03,540000,0.001353388
10/3/2022,9995.30924,75847.1665,1833348.483,4013.639467,164766.2161,575776.3021,21250,2684997.116,2175002.884,0.552468542,0.001486048,2409124.78,540000,0.001486048
11/3/2022,9519.5744,75670.80017,1841588.632,3820.461493,162115.8462,578307.5883,21250,2692272.903,2167727.097,0.553965618,0.001497075,2419896.22,540000,0.001497075
12/3/2022,9030.57624,75545.4414,1850016.033,3624.26316,159507.2907,580896.4562,21250,2699870.061,2160129.939,0.555528819,0.001563201,2430912.49,540000,0.001563201
13/3/2022,8709.505093,75515.11263,1858480.856,3502.629573,157607.3544,583496.7359,21250,2708562.193,2151437.807,0.557317324,0.001788505,2441977.59,540000,0.001788505
14/3/2022,11609.73856,75562.04526,1867032.646,4640.936347,155466.5679,586123.6971,21250,2721685.631,2138314.369,0.56001762,0.002700296,2453156.34,540000,0.002700296
15/3/2022,11008.24293,75547.82509,1875048.965,4412.50208,153624.5695,588586.2988,21250,2729478.403,2130521.597,0.561621071,0.001603451,2463635.26,540000,0.001603451
16/3/2022,10335.87828,75253.51851,1882709.313,4129.78888,151378.5902,590939.532,21250,2735996.621,2124003.379,0.562962268,0.001341197,2473648.85,540000,0.001341197
17/3/2022,9995.38428,75367.58179,1890225.815,4013.62696,149063.2319,593248.5307,21250,2743164.171,2116835.829,0.564437072,0.001474804,2483474.35,540000,0.001474804
18/3/2022,9519.580653,75211.54371,1898238.562,3820.461493,146652.0568,595709.9626,21250,2750402.167,2109597.833,0.565926372,0.0014893,2493948.52,540000,0.0014893
19/3/2022,9030.626267,75149.63559,1906438.638,3624.238147,144239.2594,598228.8976,21250,2757961.295,2102038.705,0.567481748,0.001555376,2504667.54,540000,0.001555376
20/3/2022,8709.542613,75191.28786,1914676.058,3502.610813,142468.8615,600759.3229,21250,2766557.684,2093442.316,0.569250552,0.001768804,2515435.38,540000,0.001768804
21/3/2022,11609.76357,75312.95263,1923000.369,4640.92384,140504.7205,603316.5059,21250,2779635.235,2080364.765,0.571941406,0.002690854,2526316.87,540000,0.002690854
22/3/2022,11008.25544,75373.9728,1930789.363,4412.495827,138798.7306,605709.1748,21250,2787341.993,2072658.007,0.573527159,0.001585753,2536498.54,540000,0.001585753
23/3/2022,10335.88453,75155.46897,1938222.387,4129.782627,136710.5589,607992.4752,21250,2793796.557,2066203.443,0.574855259,0.0013281,2546214.86,540000,0.0013281
24/3/2022,9995.353013,75345.7868,1945511.488,4013.620707,134575.7033,610231.6173,21250,2800923.569,2059076.431,0.576321722,0.001466463,2555743.11,540000,0.001466463
25/3/2022,9519.61192,75272.92377,1953296.834,3820.442733,132343.7712,612623.1925,21250,2808126.776,2051873.224,0.577803863,0.001482141,2565920.03,540000,0.001482141
26/3/2022,9030.601253,75250.9704,1961269.431,3624.231893,130029.2721,615072.3494,21250,2815526.856,2044473.144,0.579326514,0.00152265,2576341.78,540000,0.00152265
27/3/2022,8709.523853,75317.48813,1969279.45,3502.60456,128427.617,617532.9181,21250,2824019.601,2035980.399,0.581073992,0.001747478,2586812.37,540000,0.001747478
28/3/2022,11609.75107,75461.50116,1977376.436,4640.917587,126616.9735,620020.1682,21250,2836975.748,2023024.252,0.583739866,0.002665874,2597396.6,540000,0.002665874
29/3/2022,11008.24919,75544.62949,1984937.951,4412.489573,125012.6829,622343.059,21250,2844509.061,2015490.939,0.58528993,0.001550065,2607281.01,540000,0.001550065
30/3/2022,10335.88453,75345.44461,1992143.496,4129.776373,123094.5146,624556.5812,21250,2850855.697,2009144.303,0.586595822,0.001305892,2616700.08,540000,0.001305892
31/3/2022,9995.390533,75543.97079,1999205.194,4013.614453,121243.3673,626725.8689,21250,2857977.406,2002022.594,0.588061195,0.001465372,2625931.06,540000,0.001465372
