,Date,Lockdown,Gathering_Max,Mall_Distancing,Recreation,Workplace_Closure,Workplace_Gathering,Worship,Dine_in_Max,School_Restriction
98,2020-04-30,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,2020-05-01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,2020-05-02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,2020-05-03,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,2020-05-04,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
103,2020-05-05,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
104,2020-05-06,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
105,2020-05-07,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
106,2020-05-08,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
107,2020-05-09,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
108,2020-05-10,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
109,2020-05-11,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
110,2020-05-12,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
111,2020-05-13,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
112,2020-05-14,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
113,2020-05-15,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
114,2020-05-16,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
115,2020-05-17,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
116,2020-05-18,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
117,2020-05-19,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
118,2020-05-20,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
119,2020-05-21,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
120,2020-05-22,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
121,2020-05-23,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
122,2020-05-24,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
123,2020-05-25,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
124,2020-05-26,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
125,2020-05-27,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
126,2020-05-28,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
127,2020-05-29,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
128,2020-05-30,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
129,2020-05-31,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
130,2020-06-01,1,1.0,1.0,1.0,0.6699999999999999,1.0,1.0,1.0,1.0
131,2020-06-02,1,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
132,2020-06-03,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
133,2020-06-04,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
134,2020-06-05,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
135,2020-06-06,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
136,2020-06-07,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
137,2020-06-08,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
138,2020-06-09,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
139,2020-06-10,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
140,2020-06-11,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
141,2020-06-12,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
142,2020-06-13,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
143,2020-06-14,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
144,2020-06-15,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
145,2020-06-16,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
146,2020-06-17,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
147,2020-06-18,0,0.03125,1.0,1.0,0.5,0.03125,1.0,1.0,0.65
148,2020-06-19,0,0.03125,0.3125,1.0,0.5,0.03125,1.0,0.03125,0.65
149,2020-06-20,0,0.03125,0.3125,1.0,0.5,0.03125,1.0,0.03125,0.65
150,2020-06-21,0,0.03125,0.3125,1.0,0.5,0.03125,1.0,0.03125,0.65
151,2020-06-22,0,0.03125,0.3125,1.0,0.5,0.03125,1.0,0.03125,0.65
152,2020-06-23,0,0.03125,0.3125,1.0,0.5,0.03125,1.0,0.03125,0.65
153,2020-06-24,0,0.03125,0.3125,1.0,0.5,0.03125,1.0,0.03125,0.65
154,2020-06-25,0,0.03125,0.3125,1.0,0.5,0.03125,1.0,0.03125,0.65
155,2020-06-26,0,0.03125,0.3125,1.0,0.5,0.03125,0.75,0.03125,0.65
