,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.27452149987220764,0.05600524693727493,-0.2858154773712158,0.11456730961799622,0.4498533606529236,-0.2856397330760956,-0.4793303608894348,-0.48357337713241577,-0.159844771027565,0.03917494788765907,-0.4110824167728424,-0.2508201599121094,0.49812328815460205,0.2210967242717743,0.05211521312594414,-0.2195570468902588,0.10195452719926834,-0.4254764914512634,0.2615559697151184,0.013483082875609398
1,0.37789684534072876,0.12602156400680542,-0.37204521894454956,0.1522773653268814,0.6352689266204834,-0.39042508602142334,-0.648711621761322,-0.697155237197876,-0.24946433305740356,0.038603682070970535,-0.6269280314445496,-0.3482246994972229,0.7145136594772339,0.2970811724662781,0.05341268330812454,-0.31297576427459717,0.11484120786190033,-0.5417148470878601,0.3643949031829834,0.018769873306155205
2,0.42600810527801514,0.0168752558529377,-0.406139612197876,0.13729341328144073,0.664770245552063,-0.42210379242897034,-0.580769419670105,-0.713154137134552,-0.25018519163131714,0.007730030454695225,-0.7196490168571472,-0.39785271883010864,0.6783952116966248,0.21260429918766022,0.077056385576725,-0.3851366639137268,0.14106416702270508,-0.5624714493751526,0.3354365825653076,0.06494123488664627
3,0.4135480225086212,0.15292297303676605,-0.4181632399559021,0.17428205907344818,0.6988743543624878,-0.41962066292762756,-0.6893475651741028,-0.7905591726303101,-0.3392711281776428,0.016969967633485794,-0.7777175307273865,-0.39137670397758484,0.788013756275177,0.3251420259475708,0.04542088136076927,-0.38491910696029663,0.08092651516199112,-0.5752817392349243,0.3645080626010895,-0.005202949047088623
4,0.41115742921829224,0.031016089022159576,-0.41715654730796814,0.14086812734603882,0.6936157941818237,-0.4075913727283478,-0.6372735500335693,-0.7518898248672485,-0.3136780858039856,-0.0057113622315227985,-0.7692459225654602,-0.3891598880290985,0.6980932354927063,0.24352768063545227,0.05860581994056702,-0.4091423749923706,0.11497417837381363,-0.5689827799797058,0.31083306670188904,0.02486279234290123
5,0.44069916009902954,0.14908058941364288,-0.46236684918403625,0.20585699379444122,0.7447195649147034,-0.4542841911315918,-0.742889404296875,-0.8422297835350037,-0.36547768115997314,0.02348000556230545,-0.81379234790802,-0.4281729459762573,0.8363028168678284,0.3228137493133545,0.0525435172021389,-0.4511602520942688,0.09101211279630661,-0.5956861972808838,0.3945106863975525,-0.004227370023727417
6,0.4680624306201935,0.18403220176696777,-0.5013551712036133,0.2340138852596283,0.77736896276474,-0.4910716712474823,-0.7937837243080139,-0.895928144454956,-0.3865067958831787,0.023846391588449478,-0.866870641708374,-0.4481777250766754,0.9085309505462646,0.3593793213367462,0.04220664128661156,-0.494326114654541,0.09240938723087311,-0.6211447715759277,0.4410029649734497,-0.014524463564157486
7,0.47599899768829346,0.19675937294960022,-0.5191890001296997,0.2505117654800415,0.8116512894630432,-0.5157098174095154,-0.8197746276855469,-0.9304403066635132,-0.40318208932876587,0.032688040286302567,-0.917119562625885,-0.47371411323547363,0.9395340085029602,0.37725013494491577,0.024260714650154114,-0.49781203269958496,0.09528529644012451,-0.6286746859550476,0.47409096360206604,-0.0166056789457798
8,0.48925721645355225,0.20037102699279785,-0.5255174040794373,0.2641953229904175,0.8144172430038452,-0.5261264443397522,-0.8338846564292908,-0.9505954384803772,-0.4019968509674072,0.026696017012000084,-0.9210249185562134,-0.4924621880054474,0.9605029225349426,0.39292848110198975,0.018341749906539917,-0.5147366523742676,0.1092730164527893,-0.6405812501907349,0.4895724058151245,-0.025273915380239487
9,0.4960041642189026,0.194517120718956,-0.5282360315322876,0.2551417946815491,0.8201314210891724,-0.5333811640739441,-0.8174164295196533,-0.9513876438140869,-0.40320008993148804,0.022948645055294037,-0.9286684393882751,-0.5068545341491699,0.9610602259635925,0.3796512186527252,0.02963954582810402,-0.5098211765289307,0.11561962962150574,-0.6463125944137573,0.4862397313117981,-0.004983693361282349
10,0.4785550832748413,0.21902501583099365,-0.5290424823760986,0.24635809659957886,0.8231788277626038,-0.5195000767707825,-0.8266372680664062,-0.9501795768737793,-0.44729936122894287,0.04109786078333855,-0.956020712852478,-0.48268184065818787,0.9674086570739746,0.3915729522705078,0.03177224099636078,-0.5128308534622192,0.06202416494488716,-0.6277872323989868,0.4494588077068329,-0.023215696215629578
11,0.47621384263038635,0.22929009795188904,-0.5228903293609619,0.24750328063964844,0.8241919279098511,-0.5192731022834778,-0.8331204056739807,-0.9566791653633118,-0.45616084337234497,0.036050859838724136,-0.9584426879882812,-0.4827500879764557,0.9623146653175354,0.39423567056655884,0.02137373387813568,-0.5199205279350281,0.054813873022794724,-0.6328505277633667,0.4582330286502838,-0.03153248876333237
12,0.486758291721344,0.23374740779399872,-0.5304462909698486,0.25995439291000366,0.8220505714416504,-0.5255419015884399,-0.8364225625991821,-0.9492887854576111,-0.44792068004608154,0.030000044032931328,-0.9517495036125183,-0.4925229549407959,0.9732570648193359,0.38947585225105286,0.0189918614923954,-0.5172697901725769,0.06782113015651703,-0.6351720094680786,0.47095710039138794,-0.032650336623191833
13,0.490495502948761,0.22581742703914642,-0.5440481901168823,0.2622506022453308,0.8308438062667847,-0.5265776515007019,-0.8443389534950256,-0.9511604309082031,-0.4389101266860962,0.032523877918720245,-0.948976993560791,-0.48625147342681885,0.9828019142150879,0.39932981133461,0.017436858266592026,-0.5299787521362305,0.0757591500878334,-0.6314384937286377,0.47773367166519165,-0.03077494353055954
14,0.500304102897644,0.22296801209449768,-0.5381264686584473,0.2662000060081482,0.8422956466674805,-0.5380589365959167,-0.8396621942520142,-0.9588258862495422,-0.4261739253997803,0.03262642025947571,-0.9507400989532471,-0.488938570022583,0.9871841669082642,0.40274178981781006,0.01800912618637085,-0.5194382667541504,0.08964314311742783,-0.6384275555610657,0.4946329891681671,-0.024666327983140945
